0	1	2	3	4	5
2407273	1202920	What is this a picture of?	Bathroom.	Wanne hoton ina ne?	Banɗaki.
2355466	767057	When was this photo taken?	Daytime.	A yaushe aka dauki hoton nan?	Da rana.
2318061	911861	Where is the tree?	To the right.	A ina bishiyar take?	Ta wajan dama.
2318061	911860	When was the picture taken?	Daytime.	A yaushe aka ɗauki hoton nan?	Da rana.
2341134	522673	Why put a clock on a tower?	So people on the street can see the time.	Meyasa zaa saka agogo akan hasumiya?	Saboda mutanan dake kan hanya su iya ganin lokaci.
2338073	589035	Where was the photo taken?	Field.	A ina aka ɗauki hoton nan?	A filin daji.
2391963	1556881	What is on the track?	A train.	Meke kan hanyar?	Jirgin kasa.
2382154	489856	What sport is the person doing?	Surfing.	Wanne wasa mutumin yake?	Wasan hawa igiyar ruwa.
2342173	585757	What kind of animals are these?	Ducks.	Wanne irin dabbobi ne waɗannan?	Agwagwa.
2381042	234823	Where are the passengers?	Lined up in front of a car door.	Ina fasinjojin suke?	Sunyi layi a gaban murfin motar.
2399073	1528408	What are the floors made of?	Hardwood floors.	Dame akayi daɓen ƙasan?	Itace mai ƙarfi.
2341453	586335	What color is the elephant?	Gray.	Mene launin giwar?	Ruwan toka.
2364595	1725053	What is under the bench?	Green grass.	Mene a kasan bencin?	Koriyar ciyawa.
2400153	1215481	Where are the rocks?	On the hill.	A ina dutsinan suke?	Akan tsauni.
2341284	842400	What covers the ground?	Grass.	Me ya rufe ƙasan?	Ciyawa.
2382868	617170	Where was this picture likely taken?	Africa.	A ina zai iya kasance wa an ɗauki hoton nan?	Afirka.
2327233	597691	Who is in the picture?	A man.	Waye a hoton?	Namiji.
2355585	830952	When was the photo taken?	Daytime.	Yaushe aka ɗauki wannan hoton?	Da rana.
2357395	509661	What color is the branch?	Brown.	Wanne launi ne reshen?	Ruwan ƙasa- ƙasa.
2357395	509656	What is the bird standing on?	A branch.	A kan me tsintuwar ke tsaye?	Akan reshen bishiya.
2345710	710879	How many dogs are in the picture?	One.	Karnika nawa ne a hoton?	Ɗaya.
2345710	710880	What is the temperature like in the photo?	Cold.	Wanne yanayi  ne a hoton?	Sanyi.
2351231	706454	Where is this picture taken?	Bedroom.	A ina aka ɗauki wannan hoton?	Dakin barci.
2364087	760153	What color is the man's shirt?	Blue.	Mene launin rigar mutumin?	Shuɗi.
2390037	1421914	Where is the tall tree?	In the background up high.	A ina bishiyar mai tsayi take?	A saman daga ƙasan hoton.
2361119	378731	Where is the photographer?	In front of the blue sign.	Ina mai ɗaukan hoton yake?	A gaban shuɗiyar alama.
2341453	586337	What type of animal is directly behind the elephant?	Zebra.	Wane irin dabba ce a daidai bayan giwar?	Jakin dawa.
2360644	826906	How many benches?	One.	Benci nawa ne?	Ɗaya.
2360644	826907	What color is the writing on the sign?	Red.	Wanne launin ne a jikin alamar?	Ja.
2337167	965991	Where is the picture taken?	A living room.	A ina aka ɗauki hoton nan?	A ɗaki.
2395793	1512967	Who is holding an umbrella?	The woman in a leopard print coat.	Wake riƙe da lemar?	Mace mai sanye da rigar kalar damisa.
2392080	304369	What is next to the bus?	Car.	Me ke kusa da motar bas?	Ƙaramar mota.
2334067	784169	What color is the sign?	Yellow.	Wana launi ne alamar?	Rawaya.
2402473	1263092	What type of vegetables are being cut up?	Cucumber, avocado, carrots.	Wana irin kayan lambu aka yanka?	Kokwamba,abokado,karas.
2402473	537591	What is this a picture of?	Vegetables.	Hotan menene wannan?	Kayan lambo.
2400153	539450	What color are the animals?	White.	Wanne launi ne dabbobin?	Fari.
2391714	1364306	What are the people riding?	Bicycles.	Me mutanan ke tuƙawa?	Kekuna.
2373415	1905377	Where is the white and black piece of fabric?	In the suitcase.	Ina fari da baƙin ƙyallen yadin?	A cikin akwatin.
2373415	967966	Where was the photo taken?	Inside a house.	A ina aka ɗauki hoton?	A cikin gida.
2398308	1399811	Who is in the boat?	One man.	Waye a cikin kwala-kwalen?	Mutum ɗaya.
2327233	597692	What is in the photograph?	A cat.	Menene a cikin hoton?	Mage.
2405597	1164753	What is white?	Plane.	Menene fari?	Jirgin sama.
2355585	830953	What is the photo of?	Airport.	Hoton menene?	Filin jirgin sama.
2408782	1067545	What color is the patch of grass?	Green.	Wani launi ne gurin ciyawar?	Kore.
2362498	1682479	Where is the umbrella structure?	On the road.	Ina tsarin lemar yake?	A kan hanya.
2343754	520576	Where is this picture taken?	In a restaurant.	A ina aka ɗauki wannan hoton?	A cikin gidan abinci.
2402099	1256000	What is the chopping block made of?	Wood.	Dame akayi katakon yanke-yanke?	Katako.
2402446	1262539	Where is the red eye?	On the bird.	Ina jan idon?	A jikin tsuntsun.
2341134	522671	What is on the tower?	A clock face.	Menene a kan hasumiyar?	Fuskar agogo.
2413875	1015408	What color is the bus?	White.	Menene launin bas ɗin?	Fari.
2341453	586333	What color is the grass?	Green.	Wani launi ce ciyawar?	Kore.
2382986	745038	How many cats are there?	One.	Maguna nawa ne a gurin?	Ɗaya.
2391171	1361579	What is the ground made of?	Dirt and grass.	Dame akai daɓen ƙasan?	Datti da ciyawa.
2383417	424798	Who is in the picture?	No one.	Waye ajikin hoton?	Babu kowa.
2325931	726675	Who is that person wearing red?	A lady.	Waye wancan dake sanye da ja?	Matar.
2325931	726680	What is the color of the jacket that the lady wears?	The color is red.	Wacce launi ce rigar ɗin da matar tasaka?	Launin ta ja.
2390909	610730	How many people are shown?	One.	Mutane nawa aka nuna?	Ɗaya.
2334067	784164	What color is the grass?	Green.	Wacce launi ce ciyawar?	Koriya.
2386512	550346	What is on the scooter with the girl?	The dog.	Me ke kan babur din tare da yarinyar?	Kare.
2341284	842398	Who is flying kites?	People.	Wake tashin jirgin ledar?	Mutane.
2362684	1686262	What is the woman holding?	A white and black striped bag.	Me matar ke riƙe dashi?	Jaka mai layin-layin fari da baki.
2362684	825281	Who is on the train?	People.	Wake cikin jirgin ƙasan?	Mutane.
2405864	1170738	What color is the building in the background?	White.	Wani launi ne ginin dake bayan?	Fari.
2373415	496840	Who is in the photo?	Nobody.	Wake cikin hoton?	Babu kowa.
2381478	362455	Who is standing in the picture?	No one.	Waye  yake tsaye a cikin hoton?	Babu kowa.
2391714	482207	How many stop lights?	One.	Alamar tsayawa guda nawa ce?	Ɗaya.
2391714	482210	What is the weather?	Sunny.	Ya yanayi yake?	Rana.
2405597	1164755	What is curved?	Lines.	Menene a lanƙwashe?	Layuka.
2319649	899154	What place is this?	Market.	Ina ne nan wajan?	Kasuwa.
2344159	392302	What color is the umbrella?	Blue.	Wani launi ne lemar?	Shuɗi.
2391963	1556889	What do the leaves look like?	Brown and dry.	Dame ganyan suke?	Ruwan ƙasa da a bushe.
2391963	226075	Where is the people standing?	Next to the train.	Ina mutanen da suke tsaye?	Kusa da jirgin ƙasan.
2381042	234816	What is bright red?	A train.	Mene mai jan launi?	Jirgin kasa.
2381042	234817	How many trains are visible?	One.	Jirage nawa ake iya gani?	Ɗaya.
2344916	454529	What is on the cut piece of paper?	A candle.	Menene a kan yankakken gutsiren takarda?	Kyandir.
2339275	524158	What color are the woman's socks?	Black.	Wana launi ce safar matar?	Baƙa.
2391171	1428112	What is the giraffe doing?	Standing.	Me rakumin dawa ke yi?	Tsayawa.
2326477	465274	What colors are used in this photograph?	Black and White.	Wanne launi akayi amfani dasu a jikin hoton?	Fari da baƙi.
2411542	164055	Where are the cars parked?	In the grass.	A ina ake ajjeye motocin?	Akan ciyayi.
2364595	503895	When was this photo taken?	Daytime.	A yaushe aka ɗauki wannan hoton?	Da rana.
2407177	198970	When was it shot?	Daytime.	Da yaushe aka ɗauka?	Da rana.
2348221	325067	What color is number 9's jersey?	Blue.	Wani launi ne rigar wasan lamba 9?	Shuɗi.
2400153	1215482	Where are the sheep?	In a field.	Ina tumakin suke?	Sun fili.
2413549	1020952	Why the donuts are half eaten?	People are full.	Meyasa donuts din akaci rabi?	Mutane sun ƙoshi.
2341284	842396	What is growing in front of the buildings?	Trees.	Me ke fitowa a gaban gidajen?	Bishiyu.
2381478	362450	What color is the sign?	Green and gold.	Wana launine alamar?	Kore da ruwan gwal.
2381478	362453	What is the picture showing?	A street sign.	Me hoton yake nunawa?	Alamar titi.
2355585	830949	Why is it bright?	Sunny.	Me ya saka yayi haske?	Ana rana.
2344159	392301	What is the girl holding?	An umbrella.	Me yarinyar ke riƙe dashi?	Laima.
2344159	392298	Who is holding a blue umbrella?	The girl.	Wanene yake riƙe da lema mai launin shuɗi?	Yarinyar.
2358539	1602774	Who is wearing the white jacket?	Person on left.	Wake sanye da farar rigar kwat?	Mutum da ke hannun hagu.
2362498	1682478	Where is the road?	In front of the building.	Inane hanyar?	Agaban ginin.
2362498	1682466	Where is the person standing?	Under umbrellas.	A ina mutumin yake tsaye?	A karkashin lema.
2407273	1202925	What color are the shoes?	Blue and orange.	Wana launine takalman?	Shuɗi da ruwan lemo.
2406667	1190250	How many vehicles are in the picture?	5	Abun hawa nawane ajikin hoton?	5
2339731	715656	How many signs are shown?	Three.	Alama nawa aka nuna?	Uku.
2370739	371037	What color is the skateboard?	Black.	Wana launine abin zamiyar kankarar?	Baƙi.
2362191	1676279	What is the boy carrying?	A surfboard.	Me yaron yake ɗauke da shi?	Allon igiyar ruwa.
2342173	585760	What color is the straw?	Yellow.	Wane kala ne da karan alkamar?	Rawaya.
2364087	1714787	When is the image taken?	While cutting.	Yaushe aka dauki hoton?	Lokacin da ake yankawa.
2394411	1569695	What is on the window?	Blinds.	Menene akan tagar?	Labule.
2393964	800250	What is in the sky?	Plane.	Menene a sararin samaniya?	Jirgin sama.
2401437	1244139	What is large and wooden?	The support pole.	Menene ƙato kuma na itace?	Tallafin ƙarfen.
2413792	1014010	What is hanging on the wall?	Pictures.	Menene a rataye a jikin bango?	Hotuna.
2337167	781682	What animal is seen?	Cat.	Wacce dabba aka gani?	Mage.
2402473	1263096	Why are carrots sliced?	To make a salad.	Meyasa aka yayyanka karas ɗin?	Don haɗa salak.
2403398	1281988	What is green on the tree?	Leaves.	Menene kore a kan bishiyar?	Ganyayyaki.
2381478	362452	When was the picture taken?	During the day.	Da yaushe aka dauka hoton?	Da rana.
2405554	1163562	What color are the chairs?	Yellow.	Wani launi ne kujerun?	Ruwan ɗorawa.
2385305	807171	What color is the door?	White.	Wani launi ne da ƙofar?	Fari.
2382868	617172	When was this picture taken?	Daytime.	Da yaushe aka dauka hoton?	Da rana.
2382868	617168	How many birds are pictured here?	Three.	Nawa ne adadin tsuntsayen hoton a nan?	Uku.
2408782	1067544	What kind of sign is this?	Pedestrian walking sign.	Wacce irin alama ce wannan?	Alamar masu tafiyar ƙasa.
2355466	767055	How many women are in the photo?	One.	Nawa ne adadin mata a cikin hoton?	Ɗaya.
2343754	520581	What is in the wine glass?	Wine.	Menene a cikin kofin gilashin ruwan inibi?	Ruwan inibi.
2406667	1190260	Where are the cars parked?	Parking lot.	A ina ake ajiye motocin?	A gurin ajiye motoci.
2346365	838328	What kind of fence is in the picture?	Chain link.	Wani irin shinge ne a cikin hoton?	Haɗin sarƙa.
2337103	269820	What color is the dog on the left?	Black.	Wani launi ne da karen dake hagun?	Baƙi.
2337103	269823	Who is in this picture?	A woman.	Wanene a cikin wannan hoton?	Mata.
2412688	1130405	What color are the rocks?	Brown.	Wani launi ne duwatsun?	Ruwan ƙasa.
2366881	1770442	What gender is the one on the left?	Female.	Menene jinsin wanda yake hagu?	Mace.
2358468	636684	How many people are there?	Four.	Nawa ne adadin mutane a gurin?	Huɗu.
2325931	726676	Where is the location of the picture?	In the city.	Ina ne gurin hoton?	A cikin gari.
2364595	1725045	What is in the background?	A cluster of trees.	Mene a bayan?	Tarin bishiyoyi.
2364595	1725048	What is the bench made of?	Wood.	Da me akayi bencin?	Katako.
2402473	1263110	What kind of food is shown?	Vegetables.	Wani irin abinci aka nuna?	Kayan lambu.
2386512	550348	Why is the scooter stopped?	People are crossing.	Meyasa babur ɗin ya tsaya?	Mutane suna tsallakawa.
2386512	550350	When will the girl continue?	When the people have crossed.	Yaushe yarinyar zata cigaba?	Lokacin da mutanen suke gama tsallakewa.
2383348	616781	What animal is watching the computer screen?	Cat.	Wacce dabba ce take kallon  fuskar kwamfuta?	Mage.
2325788	662815	When was the picture taken?	Daytime.	Da yaushe aka ɗauka hoton?	Da Rana.
2319649	899157	How are the bananas hanging?	In bunches.	Ta yaya aka ayabar suke rataye?	A gungu.
2408782	1067556	What color are the trees?	Green.	Wani launi ne bishiyoyin?	Koraye.
2411229	1325341	What's the color of the gate?	Black.	Menene launin babbar ƙofar ?	Baki.
2406667	1190245	Where is the grass?	On the hill.	A ina ciyawar take?	A kan tudun.
2413875	1015428	Where is the truck?	Driving on a street.	Ina babbar motar?	Tana tuƙi a kan titi.
2370739	1848672	What are the leaves colors lying on the ground?	Brown and yellow.	Wani launi ne da ganyayyakin dake kwance a ƙasa?	Ruwan ƙasa da rawaya.
2339275	524151	What is in the woman's left hand?	A cell phone.	Menene a hannun hagun matar?	Wayar salula.
2337103	269817	When was this picture taken?	Night time.	Yaushe aka ɗauka wannan hoton?	Da dare.
2412688	1130404	How many black horse tails are shown?	1	Nawa ne adadin jelar baƙin doki da aka nuna?	1
2358468	1601285	What is beneath the bench?	A shadow.	Menene a ƙarƙashin bencin?	Inuwa.
2326477	465278	How many bushes are visible?	One.	Nawa ne adadin daji da ake iya gani?	Ɗaya.
2396312	1388954	Where is the truck located?	In a garage.	A ina babbar motar take?	Cikin gareji.
2405554	211955	What color are the chairs?	Yellow.	Wani launi ne kujerun?	Rawaya.
2325788	662818	Who is milking the cow?	A man.	Wake tatsar nonon saniyar?	Mutumi.
2325788	662819	How many cows are there?	One.	Nawa ne adadin shanu a gurin?	Ɗaya.
2344159	392303	What color is the grass?	Green.	Wani launi ne ciyawar?	Koriya.
2376172	1961056	What is protecting the man's head?	Helmet.	Menene yake kare kan mutumin?	Hular kwano.
2336562	270224	What is this a picture of?	A crowded street.	Hoton menene wannan?	Titi mai yawan jama'a.
2402099	1255998	What is the woman making?	Pizza.	Me matar take haɗawa?	Fizza.
2411229	1325344	What's the wall made of?	Cement blocks.	Dame aka yi bangon?	Bulon siminti.
2338073	589038	What color is the grass?	Green.	Wani launi ne ciyawar?	Koriya.
2321384	885274	When was the picture taken?	Daytime.	Yaushe aka ɗauka wannan hoton?	Da rana.
2409310	181910	What color is the plane?	Green, blue, and white.	Wani launi ne Jirgin saman?	Kore, shuɗi da fari.
2361119	378733	Who is looking at the blue sign?	The photographer.	Wanene yake kallon Shuɗiyar alamar?	Mai daukan hoton.
2383417	424793	What color are the cabinets?	They are white.	Menene launin kwabar?	Farare ne.
2341997	456510	What will people do here?	Eat.	Me mutane zasu yi a nan?	Cin abinci.
2334067	784163	What is the weather?	Rainy.	Menene yanayin?	Na ruwan sama.
2413549	1009034	What color is the man's shirt?	Gray.	Wani launi ne rigar mutumin?	Ruwan toka.
2341284	842397	When was the picture taken?	Daytime.	Yaushe aka ɗauka hoton?	Da rana.
2405554	1163557	What color is the grass?	Green.	Wani launi ne da ciyawar?	Kore.
2385305	807177	When was this picture taken?	Daytime.	Yaushe aka ɗauka wannan hoton?	Da rana.
2358539	1602766	What is the pathway made of?	Stone.	Da me aka yi hanyar wucewa?	Dutse.
2358539	1602754	How is the condition of the wooden bench?	Old.	Yaya yanayin bencin katakon?	Tsoho.
2388311	1475474	What is in the man's hand?	Tennis racket.	Menene a hannun mutumin?	Raket ɗin tanis.
2402446	1262536	What is the main color of the trunk?	Brown.	Menene jigon launin jikin bishiyar?	Ruwan ƙasa.
2411229	1325337	Where is the bush?	Behind the gate.	Ina dajin yake?	Bayan babbar ƙofar.
2342173	585756	When is this taking place?	Daytime.	Yaushe wannan yake faruwa?	Da rana.
2344916	454532	How many scissors are there?	1	Nawa ne adadin almakashi a gurin??	1
2337715	525406	How many planes are shown?	Two.	Nawa ne adadin jiragen sama da aka nuna?	Biyu.
2337715	525404	What color is his jacket?	Red.	Mene launin rigar sa?	Ja.
2321384	885281	Who is in the image?	Giraffes.	Wanene a cikin hoton?	Jakunan dawa.
2409310	1079470	Where was this taken?	Airport.	A ina aka ɗauka wannan?	Filin jirgin sama.
2401365	794329	Who is in the picture?	No one.	Waye a jikin hoton?	Ba kowa.
2399073	1403972	What is brown and wooden?	The floor.	Menene ruwan ƙasa kuma na katako?	Ƙasan.
2401437	410472	What is in the circled cage?	A wooden heater.	Menene a cikin keji mai zagaye?	Abun ɗumame na katako.
2361119	378734	What sign is past the blue sign?	A stop sign.	Wacce alama ce a gaban shuɗiyar alamar?	Alamar tsayawa.
2358468	1601280	Who is sitting on the bench?	A man and woman.	Wa ye yake zaune akan bencin?	Mace da namiji.
2382986	745037	What color is the chip bag?	Green.	Menene launin jakar chips?	Kore.
2391171	674502	What color is the giraffe?	Black and brown.	Menene launin raƙumin dawa?	Baƙi da ruwan ƙasa.
2390909	1360295	Where is the woman looking?	At the camera.	Ina matar take kallo?	Kamara.
2413792	1014013	How many speakers are there?	Two.	Nawa ne adadin sifiku a gurin?	Biyu.
2411542	164051	What are people in the front doing?	Sitting.	Me mutanen da suke gaba sukeyi?	Zama.
2395793	1449922	Who is in the photo?	Some women.	Waye a jikin hoton?	Wasu mata.
2407177	198968	What is the focus of the image?	Skateboarder.	Me hoton ya mayar da hankali akai?	Mai sulun allo mai taya.
2348221	325070	Why are they kicking a ball?	They are playing soccer.	Meyasa suke dukan kwallo?	Suna wasan kwallon ƙafa.
2341284	842395	What is flying in the sky?	Kites.	Menene yake tashi a sama?	Jirgin leda.
2344836	454577	When was this photo taken?	In the daytime.	Yaushe aka ɗauka wannan hoton?	Da rana.
2344836	454579	Who is in the parade?	A marching band.	Waye a cikin fareti?	Ƙungiyar makaɗa masu tafiya.
2362684	1686253	Why are the train's doors open?	It's at a station.	Meyasa ƙofofin jirgin ƙasan suke a bude?	Tasha ce.
2347014	517969	How many lights are shown?	Five.	Futulu nawa aka nuna?	Biyar.
2347014	517971	What color is the street?	Black.	Menene launin titin?	Baƙi.
2347014	517970	What is in the sky?	Clouds.	Menene a sararin samaniya?	Hadari.
2408782	1067550	What is on this sign?	Person walking.	Menene jikin wannan alamar?	Mutum yana tafiya.
2344159	392297	Where is the girl?	On the sidewalk.	Ina yarinyar take?	Akan wurin tafiya.
2376172	1961045	What is on top of the ramp?	A banner.	Menene a saman ramp?	Banner.
2397638	1521195	What is half up in the window?	Blinds.	Menene yayi rabi sama acikin taga?	Labule.
2367943	245288	When was this photo taken?	Daytime.	Yaushe aka ɗauki wannan hoton?	Da rana.
2355466	767054	Who is sitting on the seat?	Woman.	Wa yake zaune a kujerar?	Mata.
2343754	520580	How many sandwiches are there?	One.	Sanwici nawa ne a wurin?	Ɗaya.
2416144	940302	How many sinks are in the photo?	One.	Abun wanke hannu nawa ne a hoton?	Ɗaya.
2416144	940300	How many people can be seen?	Two.	Mutane nawa ake iya gani?	Biyu.
2411229	1325317	What can be seen behind the wall?	Black wrought iron fence.	Me ake iya gani a bayan ƙofar?	Lankwashenshen Baƙar katangar ƙarfe.
2365834	502914	What color is the cloth put on the back of all the chairs?	Orange.	Menene launin yadin da aka sa a bayan duka kujerun?	Ruwan lemo.
2365834	1749574	What is chair backed by?	Metal.	Me kujerar ta juyawa baya?	Ƙarfe.
2413875	1015417	How many people are crossing the street in front of the bus?	Two.	Mutane nawa ne suke tsallaka titi a gaban bas?	Biyu.
2361118	1655920	How is the tennis court?	Clean, red and green.	Yaya filin  wasan tanis ɗin?	A bayyane, ja da kore.
2362191	1676281	What is the shade of the water?	Blue.	Menene launin ruwan?	Shuɗi.
2382154	489858	What color is the surfboard?	White.	Menene launin allon hawa igiyar ruwa?	Fari.
2342173	585758	What are the ducks doing?	Walking.	Me agwagin sukeyi?	Tafiya.
2337715	525401	How many men are standing?	One.	Maza nawa ne a tsaye?	Ɗaya.
2394411	671911	What is the thing with orange handles?	Scissors.	Menene abu mai hannu ruwan lemo?	Almakashi.
2337103	269819	How many dogs are there?	Two.	Karnuka nawa ne a wurin?	Biyu.
2393964	800254	When was the picture taken?	Daytime.	Yaushe aka ɗauki hoton?	Da rana.
2401365	794327	What is in the distance?	An oil rig.	Menene a can nesa?	Rijiyar mai.
2390037	1483087	What kind of tail does the squirrel have?	Bushy.	Wani irin jela kurege yake dashi?	Mai gashi.
2366881	1770430	What type of lettering is on the blue shirt?	Orange.	Wani irin harrafai ne a jikin shuɗin rigar?	Orange.
2361119	1655948	What is the picture of the pedestrian crossing sign?	A person walking on a crossing strip.	Menene hoton alamar masu tafiyar ƙasa?	Mutum yana tafiya a tsakiyar layika.
2382986	745035	Where is the cat?	By the food.	Ina magen?	Kusa da baincin.
2383417	424795	Where is the picture taken?	The picture is taken indoors.	Ina aka ɗauki hoton?	An ɗauki hoton a cikin gida.
2383417	424796	Who is taking the picture?	A photographer.	Wa yake ɗaukan hoton?	Mai hoto.
2328607	788532	What is orange?	Hydrant.	Menene mai launin ruwan lemo?	Abun kashe wuta.
2386663	230317	How many boats can be seen?	2	Kwale-kwale nawa ake gani?	2
2386663	230318	What color is the sail on the boat?	White.	Wani launi ne filafilai din kan kwale-kwalen?	Fari.
2386663	230314	Where is the motorboat?	By the shore.	Ina jirgin ruwan?	Kusa da gaɓar ruwan.
2413792	146052	What is hanging on the walls before flood?	Pictures.	Me yake rataye a jikin bangon kafin ambaliyar ruwa?	Hotuna.
2407177	1200791	What is blue?	Jacket.	Menene shuɗi?	Riga.
2348221	325064	What sport are these children playing?	Soccer.	Wani wasa yaran nan ke yi?	Wasan kwallon ƙafa.
2392080	1557543	What is on the back of the bus?	Large window.	Menene a bayan bas?	Babban taga.
2403398	1281996	What is the billboard doing?	Advertising something.	Me allon talla yakeyi?	Tallan wani abu.
2400153	1215479	What is covering the hill?	Grass and rocks.	Me ya rufe tudun?	Ciyawa da duwatsu.
2358633	572637	When was the picture taken of the electronics?	Daytime.	Yaushe aka ɗauki hoton kayan lantarki?	Da rana.
2396312	1388956	What is the floor made of?	Concrete.	Da me akayi daɓen ƙasan?	Kankare.
2405554	211956	Where is the man sitting?	Under the umbrella.	Ina mutumin yake zaune?	Ƙasan lema.
2385305	969954	Where was this picture taken?	Near the front door of a home.	Ina aka ɗauki wannan hoton?	Kusa da kofar gaban gidan.
2385305	807174	What color is the wall?	Red.	Menene launin bango?	Ja.
2405597	1164737	What color is the plane's tail fin?	Red.	Menene launin jelar jirgin saman?	Ja.
2355585	830950	What color is the seats?	Neon yellow.	Menene launin kujerar?	Rawaya.
2357395	509657	What color is the water?	Blue.	Mene launin ruwan?	Shuɗi.
2407273	1202916	What is in the toilet?	Water.	Mene ne a masai din?	Ruwa.
2345710	710877	When was the cows and dog photographed?	Daytime.	A yaushe aka ɗauki hoton shanun da kare?	Da rana.
2388899	1415732	What is pictured?	Fire hydrant.	Me aka ɗauka hoto?	Ruwan kashe wuta.
2346365	838326	What color is the person's shirt?	Green.	Wannan irin launi ce rigar mutumin?	Kore.
2365834	1749564	Where are the trees?	In a dinner patio.	A ina bishiyu suka?	A ciki falon cin abinci.
2382154	489855	Where is the picture taken?	Beach.	A ina aka ɗauki hoton?	A bakin teku.
2364087	760147	What is the woman doing?	Cutting a cake.	Me matar take yi?	Yanka kek.
2381042	234821	What is this?	A train station.	Mene wannan?	Tashar jirgin ƙasa.
2344916	454534	Where is the candle?	On paper.	A ina kyandir din ya ke?	Akan takardar.
2337715	525399	Where is the plane sitting?	Ground.	A ina jirgin sama ke ajjiye?	A ƙasa.
2409310	1079457	What color is the writing on the plane?	Green.	Wanne launin ne rubutun jikin jirgin saman?	Kore.
2394411	671909	Where is the food?	On a cutting board.	Ina abincin?	Kan katakon yanke-yanke.
2394411	1569691	What is on the cutting board?	Pizza.	Mene akan katakon yanke-yanke?	Fiza.
2399073	1403970	Where is an area rug?	On the floor.	Ina daddumar ɗakin.?	Tana ƙasa.
2360644	826910	How many people?	Three.	Mutane nawa?	Uku.
2341997	456509	What color are the flowers?	Yellow.	Mene ne launin furanni?	Rawaya.
2341997	456507	Where are the flowers?	On the table.	A ina furanni suke?	Akan tebur.
2392080	304370	How many buses?	1	Manyan motoci bas nawa?	1
2402473	1263104	What is green on the outside?	The cucumber.	Mene ne ta waje yake shuɗi.?	Kokanba.
2417953	954774	How many elephants are there?	Three.	Giwaye nawa ne a nan?	Uku.
2417953	984162	Where are the elephants?	At the zoo.	A ina giwayen suke?	A gidan ajjiye namomin daji.
2383348	616782	What animals are shown on the computer?	Monkeys.	Waɗan ne dabbobi ne aka nuna a na'urar komfutar?	Birai.
2328427	788680	Who is in the picture?	Three people are in the picture.	Waye a hoton?	Mutane uku ne a hoton.
2355190	703297	What color is the man's hat?	Red.	Mene launin hular mutum?	Ja.
2381223	234669	Where is the dog?	In the sand.	Ina kare?	Kan ƙasa.
2381223	234671	What is in the distance?	A sign.	Mene a can nisa?	Alama ce.
2362870	1690138	What is the headboard made of?	Wood.	Dame akayi saman gadon?	Katako.
2318244	910396	What colors are the train?	Blue and yellow.	Wane launika ne jikin jirgin ƙasa.?	Shuɗi da rawaya.
2319180	902908	How many people are in the picture?	One.	Mutane nawane a cikin hoton?	Ɗaya.
2358387	1599557	Where are wheels?	On the skateboards.	Ina ƙafafun?	Suna kan sikebud.
2362257	1677535	Where is the black keyboard?	On the desk.	Ina baƙar madannen yake?	Akan tebur.
2355469	986324	Where was the picture taken?	At the water.	A ina aka ɗauki hoton?	A wajan ruwa.
2355469	639079	When was the picture taken?	During the day.	A yaushe aka ɗauki hoton?	Da rana.
2377188	621715	What color is the couch at the bottom of the frame?	Brown.	Mene launin kujerar dake ƙasan firam?	Ruwan ƙasa- ƙasa.
2330984	850634	When was the picture taken?	At night.	A yaushe aka ɗauki hoton?	Da dare.
2379780	306033	What is the smaller elephant doing?	Standing on three legs.	Me ƙaramar giwar ke yi?	Tana tsaye akan ƙafa uku.
2378569	620598	How many people appear in this photo?	Zero.	Mutane nawa ne suka fito a wannan hoton?	Babu.
2367474	501603	What is white?	Clock's face.	Mene fari?	Fuskar agogo.
2397196	1456456	What is near the chair?	Light.	Me ke kusa da kujera?	Haske.
2354543	255976	What is this woman wearing?	A skirt.	Me matar ta saka?	Siket.
2404946	727472	Why is the train stopped?	To refuel.	Me yasa jirgin ƙasan ya tsaya?	Ya zuba mai.
2362821	1689100	What is the woman cutting?	A cake.	Me matar ke yankawa?	Kek.
2356419	382493	How many people are there?	1	Mutane nawa ne?	1
2347163	261885	What is the color is the trim of clock?	Gold.	Da wanne launin aka zagaye agogon?	Da ruwa gwal.
2382905	809095	How many wheels do you see?	Two.	Ƙafafuwa nawa kake gani?	Biyu.
2363650	1705863	What is brown on the man?	The man's pants.	Mene mai launin ƙasa akan mutumin?	Wando mutumin.
2391518	354416	Who will drive the truck?	Driver.	Waye zai tuƙa babbar motar?	Direba.
2330414	531252	What is the horse doing?	Leaping over the obstacle.	Me dokin yake yi?	Tsallake abun toshe hanya.
2398882	1466068	What is on the bed top?	Blue comforter.	Mene akan gadon?	Shuɗin matashi.
2358387	764711	Who is behind the man?	Nobody.	Waye a bayan mutumin?	Bakowa.
2333533	592667	When are the girls sitting on the bench?	Daytime.	A wanne lokaci ne yaran mata ke zaune kan benci.?	Da rana.
2398027	732995	When is this taking place?	Daytime.	A yaushe hakan ke faruwa?	Da rana.
2358454	1600980	Where are the potato chips?	Between the cola and the pickles.	A ina soyayyen dankalin turawan yake?	A bayan kola da fikul.
2366903	1770855	What is the condition of the water?	Calm.	Yaya yanayin ruwan?	A nutse.
2367979	373246	What are the windows on the bus made of?	Glass.	Dame akayi tagogin motar bas din?	Gilashi.
2416479	963811	Who is wearing the face mask?	Catcher.	Wake sanye da takunkumin fuska?	Mai kamawa.
2360536	1643729	Where is the zebra looking?	At the camera.	Ina jakin dawa ke kallo?	Kallon kamera.
